episode,mean,ci_lower,ci_upper,std_returns
391,-190.66666666666666,-291.2509210503719,-90.0824122829614,198.75568475448
392,-151.46666666666667,-165.9616780956351,-136.97165523769823,28.6423152385107
393,-136.53333333333333,-158.13081133150436,-114.9358553351623,42.676873779080346
394,-132.06666666666666,-145.10254684294821,-119.03078649038511,25.759054503007075
395,-142.26666666666668,-166.15649779888537,-118.37683553444798,47.20659087693394
396,-150.0,-163.45168751082514,-136.54831248917486,26.580694748883698
397,-155.86666666666667,-180.4999268896825,-131.23340644365084,48.67561561557856
398,-150.13333333333333,-177.07784345430713,-123.18882321235952,53.24267294400444
399,-147.13333333333333,-166.74105566389974,-127.52561100276692,38.745092879256624
400,-156.4,-173.6388905237225,-139.16110947627752,34.06425301299491
401,-140.73333333333332,-152.94415488970213,-128.5225117769645,24.128728842513766
402,-151.4,-171.13352208918735,-131.66647791081266,38.993674700734054
403,-172.0,-249.42350090537394,-94.57649909462604,152.98976000591236
404,-134.73333333333332,-148.36214436704395,-121.10452229962269,26.93069293988222
405,-167.06666666666666,-231.95512464027388,-102.17820869305943,128.22036586370444
406,-139.73333333333332,-176.02126483761253,-103.44540182905412,71.70538488999429
407,-176.13333333333333,-228.01437385975015,-124.2522928069165,102.51755405241042
408,-128.66666666666666,-142.6237588396777,-114.70957449365562,27.579380381404917
409,-152.0,-181.1196170914996,-122.8803829085004,57.54071022618103
410,-155.53333333333333,-221.98497545912895,-89.08169120753772,131.30923636803146
411,-134.6,-150.1298858778092,-119.07011412219079,30.68723947615143
412,-147.6,-177.23616788542898,-117.96383211457099,58.56142074779266
413,-138.86666666666667,-155.19515590389773,-122.53817742943562,32.26528922679741
414,-152.13333333333333,-175.26234222532707,-129.00432444133958,45.703197067844414
415,-140.6,-154.34026947172273,-126.85973052827727,27.150936141012405
416,-123.4,-137.77547135613685,-109.02452864386315,28.406102630714173
417,-129.46666666666667,-144.2439825518459,-114.68935078148743,29.20015220660483
418,-134.46666666666667,-150.03067020379373,-118.9026631295396,30.754656377350226
419,-142.8,-157.93050038681986,-127.66949961318016,29.898048988743955
420,-135.46666666666667,-152.8986643686365,-118.03466896469683,34.44583509737506
421,-141.86666666666667,-162.23882505047115,-121.49450828286221,40.25562762590536
422,-142.6,-154.74398875713138,-130.4560112428686,23.99666643515303
423,-142.8,-154.21251972177924,-131.38748027822078,22.551274908527898
424,-141.2,-158.76016105215945,-123.63983894784054,34.69908740394575
425,-138.6,-155.90808121594586,-121.29191878405413,34.20097464498149
426,-150.4,-170.55556099277155,-130.24443900722846,39.82762860126121
427,-135.93333333333334,-156.2060185683247,-115.66064809834197,40.059067498993144
428,-152.06666666666666,-179.6725887280516,-124.46074460528173,54.54963081655294
429,-130.0,-144.88912121875117,-115.11087878124881,29.421080877493267
430,-123.93333333333334,-138.82069613140746,-109.04597053525922,29.417606217290277
431,-136.0,-160.39515522029367,-111.60484477970631,48.20511729405223
432,-131.53333333333333,-147.03468151460572,-116.03198515206094,30.630848647872764
433,-121.93333333333334,-138.1743817796941,-105.69228488697259,32.09250518250155
434,-133.46666666666667,-148.73831528222345,-118.1950180511099,30.176959569991293
435,-117.4,-130.23436708563725,-104.56563291436275,25.36086223560495
436,-135.13333333333333,-151.5379769541477,-118.72868971251894,32.41577119585808
437,-136.46666666666667,-157.19195432030193,-115.74137901303142,40.95341526933037
438,-122.53333333333333,-136.91007151591043,-108.15659515075623,28.408605894849696
439,-119.46666666666667,-134.13613639476876,-104.79719693856458,28.98704691562921
440,-123.06666666666666,-136.17699018048725,-109.95634315284607,25.90615542470339
441,-140.46666666666667,-155.63173289333574,-125.30160043999759,29.96635150001118
442,-138.6,-153.13257725250412,-124.06742274749588,28.716545753276108
443,-140.53333333333333,-161.68266611748552,-119.38400054918114,41.79133349817346
444,-135.2,-148.17908783646473,-122.22091216353526,25.64683216305671
445,-126.26666666666667,-141.03889789711815,-111.49443543621518,29.19010486829779
446,-125.6,-139.1046386368207,-112.09536136317926,26.685326804569335
447,-131.53333333333333,-144.98738993320657,-118.07927673346009,26.58537609706175
448,-132.6,-164.01265801198264,-101.18734198801735,62.07178639822336
449,-136.53333333333333,-153.24627596582738,-119.82039070083928,33.024973715188466
450,-133.53333333333333,-148.68938998454755,-118.37727668211912,29.948548471596343
451,-129.73333333333332,-146.6711475296264,-112.79551913704022,33.46932260377487
452,-119.4,-133.4097580215442,-105.3902419784558,27.683448725426775
453,-137.86666666666667,-153.07333274489747,-122.66000058843589,30.048553302206674
454,-121.13333333333334,-139.6205811152004,-102.6460855514663,36.531021824684224
455,-127.4,-147.1689641565314,-107.63103584346862,39.06370864796805
456,-131.93333333333334,-162.9217076905613,-100.94495897610537,61.23339684264534
457,-124.4,-138.4875392946312,-110.31246070536882,27.837145447525085
458,-120.2,-135.10081325744784,-105.29918674255217,29.4441844852256
459,-129.6,-144.70520230619607,-114.49479769380393,29.848059680097574
460,-136.2,-173.70438361578547,-98.6956163842145,74.10910875189364
461,-134.0,-147.91339255697346,-120.08660744302654,27.493029419594098
462,-131.2,-145.13448349957758,-117.26551650042241,27.53470537340104
463,-124.8,-136.33306370397736,-113.26693629602264,22.78947125319058
464,-132.46666666666667,-147.276298543453,-117.65703478988033,29.26400899094692
465,-132.26666666666668,-144.48587484129138,-120.047458492042,24.145300900083136
466,-130.06666666666666,-143.84870713700073,-116.28462619633261,27.233476131816555
467,-133.46666666666667,-147.7588367022465,-119.17449663108684,28.24149822906395
468,-131.26666666666668,-146.34886819964856,-116.18446513368478,29.802609878256558
469,-128.06666666666666,-145.95270132978777,-110.18063200354554,35.34301754079423
470,-124.46666666666667,-137.68128153444482,-111.2520517988885,26.112236382372327
471,-125.4,-138.7290247972027,-112.07097520279731,26.338311765689667
472,-139.93333333333334,-154.08455947468602,-125.78210719198066,27.96299141524184
473,-124.06666666666666,-137.45533555632994,-110.6779977770034,26.456169202832235
474,-143.2,-157.20536999233587,-129.1946300076641,27.674777927443852
475,-125.13333333333334,-139.70705086003696,-110.55961580662972,28.79783942512972
476,-151.6,-180.19588577711446,-123.00411422288552,56.50581091061933
477,-128.46666666666667,-142.04703464946257,-114.88629868387076,26.83496889425355
478,-136.6,-154.01331283306604,-119.18668716693396,34.40891357385951
479,-133.93333333333334,-150.02546959001796,-117.84119707664873,31.79825292195923
480,-113.06666666666666,-121.60404443044645,-104.52928890288688,16.869960152755418
481,-129.06666666666666,-144.57197951862284,-113.5613538147105,30.638682884368396
482,-132.4,-146.85128438121217,-117.94871561878784,28.555910071296974
483,-124.33333333333333,-140.01950249010372,-108.64716417656294,30.9960570969205
484,-132.66666666666666,-147.36845717490573,-117.9648761584276,29.050913162163347
485,-116.2,-129.0893245474264,-103.3106754525736,25.469458834716793
486,-121.93333333333334,-134.25412145627297,-109.6125452103937,24.34602408790579
487,-120.26666666666667,-137.0118604306275,-103.52147290270584,33.0887023351207
488,-121.13333333333334,-135.09923052348643,-107.16743614318025,27.596779200157076
489,-127.26666666666667,-143.40541946073807,-111.12791387259524,31.89036775510053
490,-116.06666666666666,-131.71883901051342,-100.4144943228199,30.928878989636132
491,-119.2,-133.8033665281522,-104.59663347184782,28.856426205151134
492,-124.46666666666667,-137.6074290280001,-111.32590430533325,25.966302949955907
493,-128.86666666666667,-146.93543047770973,-110.79790285562362,35.70409251363522
494,-119.73333333333333,-133.4346124128505,-106.03205425381617,27.073890661586773
495,-113.33333333333333,-125.19548718185197,-101.47117948481468,23.439757298705594
496,-124.06666666666666,-137.35934841153554,-110.77398492179779,26.26649746138394
497,-124.2,-141.508475796557,-106.891524203443,34.20175434096912
498,-132.73333333333332,-155.16805545907536,-110.29861120759128,44.331278147852025
499,-129.13333333333333,-142.01426573114665,-116.25240093552,25.45287584711969
500,-126.46666666666667,-144.14955707561325,-108.78377625772009,34.94160207482701
501,-125.2,-138.39565137796876,-112.00434862203124,26.074764300628555
502,-134.53333333333333,-155.77530231230756,-113.2913643543591,41.97438372256213
503,-132.4,-148.40418647451696,-116.39581352548306,31.624463104796998
504,-140.73333333333332,-169.9065310092316,-111.56013565743504,57.64658609916887
505,-128.26666666666668,-140.85613610978697,-115.6771972235464,24.876941576934698
506,-139.46666666666667,-151.9859608557411,-126.94737247759225,24.738274439059452
507,-127.66666666666667,-146.31556665607127,-109.01776667726207,36.850448512271264
508,-125.06666666666666,-136.95728546998913,-113.1760478633442,23.496004388453418
509,-133.66666666666666,-148.94926780264746,-118.38406553068586,30.19860188080825
510,-126.0,-136.50871993473356,-115.49128006526644,20.765355763867856
511,-141.73333333333332,-170.86494822493506,-112.60171844173158,57.564418022092624
512,-154.06666666666666,-196.33423990054752,-111.79909343278581,83.52122817317498
513,-132.33333333333334,-142.89822692449613,-121.76843974217056,20.87635557807498
514,-122.0,-136.6707887540741,-107.32921124592592,28.98965332666122
515,-143.73333333333332,-163.5175497015321,-123.94911696513456,39.09384719989693
516,-129.53333333333333,-140.93637409219008,-118.13029257447658,22.532544364885993
517,-139.4,-166.75699445480078,-112.04300554519924,54.05774690088369
518,-125.4,-139.07550117058483,-111.7244988294152,27.022953206487255
519,-134.73333333333332,-154.25605863185353,-115.2106080348131,38.57713773150563
520,-136.4,-156.31696069629547,-116.48303930370456,39.35615157337753
521,-119.73333333333333,-133.36590216166715,-106.1007645049995,26.938118386818
522,-127.2,-139.6500033806332,-114.74999661936681,24.601354976233864
523,-158.93333333333334,-196.00237123670334,-121.86429542996333,73.24886043861403
524,-129.26666666666668,-145.6896179636688,-112.84371536966455,32.45194738207384
525,-132.0,-148.43493731185015,-115.56506268814985,32.47563189018293
526,-131.4,-142.97680120086912,-119.82319879913089,22.875897068020453
527,-138.93333333333334,-152.5846756187129,-125.28199104795375,26.97521496155725
528,-134.13333333333333,-158.59130391992971,-109.67536274673692,48.32924120608098
529,-132.33333333333334,-146.28430764153663,-118.38235902513006,27.56729140767289
530,-130.0,-142.7049397917153,-117.2950602082847,25.105112361163943
531,-127.2,-137.28624794019615,-117.11375205980386,19.930546070458448
532,-124.4,-136.81099486745524,-111.98900513254478,24.52427368955093
533,-129.53333333333333,-139.425873007998,-119.64079365866866,19.547776230445127
534,-138.53333333333333,-161.84176648276406,-115.2249001839026,46.05774153772149
535,-140.86666666666667,-165.34766326705343,-116.38567006627991,48.37474088360118
536,-135.33333333333334,-148.2351917581811,-122.4314749084856,25.49422592579652
537,-127.53333333333333,-140.20040918169502,-114.86625748497164,25.03029275808726
538,-180.8,-264.24029983540464,-97.3597001645954,164.87902635973242
539,-135.86666666666667,-157.20887111110372,-114.52446222222963,42.172450196254374
540,-130.73333333333332,-145.88330549221251,-115.58336117445413,29.936525442267936
541,-132.46666666666667,-150.73091910729,-114.20241422604335,36.09038037421545
542,-118.0,-129.44061101709363,-106.55938898290636,22.606783642673864
543,-128.0,-141.60691170773964,-114.39308829226036,26.88741961091345
544,-128.06666666666666,-140.4468994940112,-115.68643383932213,24.46348753187538
545,-125.53333333333333,-139.79440930541486,-111.27225736125179,28.180055989219674
546,-130.73333333333332,-152.5413351158935,-108.92533155077314,43.092871284651665
547,-129.4,-143.00038524944546,-115.79961475055455,26.87452325158532
548,-124.13333333333334,-137.38149858547857,-110.88516808118811,26.178532341511342
549,-133.06666666666666,-144.97306992865293,-121.1602634046804,23.52719466678696
550,-132.6,-145.66379168371708,-119.53620831628291,25.814207974162855
551,-127.8,-144.33870458987374,-111.26129541012625,32.68067726756388
552,-124.8,-139.05548780723487,-110.54451219276513,28.169013708920186
553,-123.26666666666667,-136.30123702455782,-110.23209630877551,25.756466286265972
554,-129.0,-141.08083823434634,-116.91916176565366,23.87188024992306
555,-127.66666666666667,-141.15848775012861,-114.17484558320473,26.659999166458267
556,-126.6,-142.2732474348986,-110.9267525651014,30.97052362058693
557,-134.53333333333333,-149.31295984693242,-119.75370681973423,29.20471803588515
558,-134.26666666666668,-146.36369981870365,-122.16963351462971,23.903881600182753
559,-130.06666666666666,-144.93681655656852,-115.19651677676481,29.383593305713234
560,-126.46666666666667,-136.85752888590812,-116.07580444742523,20.532467514213245
561,-141.86666666666667,-150.8263736989141,-132.90695963441925,17.70448781775087
562,-134.4,-145.3351684963902,-123.46483150360982,21.60802320127102
563,-138.4,-152.1104144292659,-124.68958557073412,27.091942221504414
564,-130.13333333333333,-140.06720883829854,-120.1994578283681,19.629456323483733
565,-132.8,-143.1667346278587,-122.43326537214132,20.484791106249208
566,-128.66666666666666,-140.9126734232172,-116.42065991011611,24.19825521717538
567,-121.53333333333333,-131.3774285004505,-111.68923816621617,19.45204930649268
568,-133.53333333333333,-144.0011388708073,-123.06552779585938,20.68450842753796
569,-132.6,-144.6025708653512,-120.59742913464878,23.717222996520203
570,-131.13333333333333,-143.58150806313623,-118.68515860353043,24.59774154041157
571,-137.6,-148.20382341107836,-126.99617658892164,20.95328136593407
572,-136.0,-148.34229497837956,-123.65770502162044,24.38852189043034
573,-136.93333333333334,-152.13730449489114,-121.72936217177553,30.04322811476083
574,-128.53333333333333,-140.59559602384107,-116.4710706428256,23.83517475403853
575,-124.4,-137.68797126226073,-111.1120287377393,26.257189491642094
576,-137.13333333333333,-156.42326230887602,-117.84340435779063,38.11712942438813
577,-123.0,-134.8078139100061,-111.19218608999391,23.332380932943813
578,-132.33333333333334,-143.73906891452881,-120.92759775213788,22.53786936592622
579,-130.73333333333332,-144.43959608570447,-117.02707058096216,27.083738458508435
580,-132.73333333333332,-146.37466632348307,-119.09200034318356,26.955436474959104
581,-134.93333333333334,-147.49564959062235,-122.37101707604431,24.82328655830157
582,-140.86666666666667,-156.14725670375233,-125.58607662958102,30.1946279254366
583,-129.8,-142.6787230284856,-116.92127697151444,25.448510107011508
584,-124.26666666666667,-136.69370097691737,-111.83963235641596,24.55596781956589
585,-128.06666666666666,-141.64904608402344,-114.48428724930989,26.83894351290469
586,-145.0,-157.66590762638035,-132.33409237361965,25.027984337537053
587,-135.06666666666666,-151.57774996019788,-118.55558337313543,32.626097256984664
588,-133.66666666666666,-147.75889149430097,-119.57444183903236,27.84640411655017
589,-142.2,-154.3529834727481,-130.04701652725188,24.014440100350733
590,-128.8,-142.24305372715258,-115.35694627284742,26.563634289506897
591,-126.6,-138.92263567766426,-114.27736432233573,24.349674878048507
592,-129.93333333333334,-142.78188263204723,-117.08478403461943,25.38888645757343
593,-137.4,-147.92138515595738,-126.87861484404264,20.790382391865712
594,-134.8,-146.69597830080963,-122.9040216991904,23.506594819326764
595,-126.93333333333334,-138.73892987684388,-115.12773678982279,23.32799939033683
596,-123.93333333333334,-134.84766378937616,-113.01900287729053,21.566846985335822
597,-124.6,-139.95964295881328,-109.24035704118673,30.35083744039583
598,-125.53333333333333,-138.26360220949064,-112.80306445717603,25.155162933724405
599,-133.26666666666668,-152.77364354883582,-113.75968978449754,38.546018673211314
