episode,mean,ci_lower,ci_upper,std
392,-127.46666666666667,-140.81369795927725,-114.11963537405609,26.373892815096948
393,-128.33333333333334,-138.69589477844448,-117.97077188822222,20.476544847431875
394,-122.06666666666666,-133.98453640422804,-110.14879692910527,23.549852559104387
395,-127.0,-138.73674738209488,-115.26325261790512,23.19195262729438
396,-125.2,-138.5167220257506,-111.88327797424941,26.31400134275794
397,-123.73333333333333,-134.26391016534092,-113.20275650132575,20.80854525322603
398,-121.4,-130.75668226100115,-112.04331773899887,18.488915598271305
399,-136.6,-149.76144824182438,-123.4385517581756,26.007178496202414
400,-131.33333333333334,-143.00102039982093,-119.66564626684577,23.05548862105411
401,-127.13333333333334,-137.68075875343433,-116.58590791323235,20.84183826398771
402,-117.2,-126.35636818831571,-108.04363181168429,18.093092604637828
403,-120.33333333333333,-130.8366361225269,-109.83003054413976,20.754651419755415
404,-127.53333333333333,-139.51891689087506,-115.5477497757916,23.683655873947238
405,-123.53333333333333,-135.08069889596436,-111.9859677707023,22.8177318962444
406,-115.53333333333333,-124.91200861845243,-106.15465804821423,18.532374075894566
407,-128.13333333333333,-140.919808335952,-115.34685833071464,25.266226909101846
408,-119.93333333333334,-129.5928911546678,-110.27377551199888,19.087401313140795
409,-127.66666666666667,-138.93081039470593,-116.40252293862743,22.258082177542214
410,-112.66666666666667,-121.06532532500368,-104.26800800832966,16.595849548071417
411,-122.2,-135.60871766840927,-108.79128233159072,26.495785828441978
412,-127.06666666666666,-140.66914407065178,-113.46418926268154,26.87865737387607
413,-118.86666666666666,-130.46125045457447,-107.27208287875884,22.91103567182321
414,-124.26666666666667,-136.38766990591736,-112.14566342741597,23.95124677803271
415,-128.8,-142.99066469980255,-114.60933530019746,28.040922476504466
416,-128.06666666666666,-143.66310772699026,-112.47022560634306,30.818753309560652
417,-122.06666666666666,-134.4026888408313,-109.73064449250204,24.376126754584195
418,-119.86666666666666,-132.01918182898473,-107.71415150434859,24.013514713362742
419,-125.06666666666666,-139.78215460637506,-110.35117872695825,29.077979449901413
420,-129.06666666666666,-140.73991309568513,-117.39342023764819,23.06647398763457
421,-131.33333333333334,-142.9320395702535,-119.73462709641319,22.919181680175427
422,-136.8,-147.17167438319925,-126.42832561680078,20.49455212164117
423,-126.0,-137.85111370293947,-114.14888629706051,23.417941839538333
424,-134.46666666666667,-147.75986218138743,-121.17347115194589,26.26751267673097
425,-128.46666666666667,-142.8196332471078,-114.11370008622556,28.36163292587756
426,-123.73333333333333,-136.64418745661243,-110.82247921005424,25.512001533047584
427,-110.6,-118.65016962140135,-102.54983037859864,15.907231060118539
428,-111.33333333333333,-120.09807049319622,-102.56859617347044,17.319225027568514
429,-125.8,-138.74879636448458,-112.85120363551542,25.58697585361219
430,-121.06666666666666,-134.53923855564554,-107.59409477768779,26.621962528876207
431,-111.66666666666667,-120.92588528820713,-102.40744804512622,18.296326285775393
432,-117.6,-128.95943585453668,-106.24056414546332,22.44638055455712
433,-117.8,-130.53607939673745,-105.06392060326256,25.1666445916018
434,-115.13333333333334,-126.69990454779699,-103.56676211886969,22.85568249303053
435,-117.73333333333333,-131.42838027144336,-104.0382863952233,27.061575875933183
436,-117.2,-128.38738667527954,-106.01261332472046,22.10640932701042
437,-121.2,-131.751201856766,-110.648798143234,20.849300547820146
438,-116.06666666666666,-127.6856693190907,-104.44766401424262,22.959287638968437
439,-108.0,-116.53444409437428,-99.46555590562572,16.864163187066236
440,-119.8,-131.50790833202547,-108.09209166797454,23.13496632084574
441,-124.6,-137.17092111183584,-112.02907888816415,24.840289853381343
442,-122.13333333333334,-136.40278744939434,-107.86387921727234,28.196611301517933
443,-119.6,-129.72274590766315,-109.47725409233684,20.00266648891259
444,-125.8,-138.15916038859885,-113.44083961140115,24.421848141913145
445,-115.53333333333333,-126.13082158361296,-104.9358450830537,20.940763012735605
446,-131.33333333333334,-143.62387454433212,-119.04279212233457,24.286255829629688
447,-115.13333333333334,-124.66191125529079,-105.60475541137589,18.828583471826967
448,-110.8,-119.14468065829297,-102.45531934170702,16.489188377034612
449,-110.86666666666666,-119.92869282551787,-101.80464050781545,17.9066716306769
450,-111.26666666666667,-121.35505856436183,-101.1782747689715,19.934782556013886
451,-124.33333333333333,-142.2510322596691,-106.41563440699754,35.405586502069916
452,-113.26666666666667,-123.4979028238328,-103.03543050950053,20.217044514193685
453,-119.93333333333334,-132.88511809122733,-106.98154857543936,25.592880954584917
454,-117.13333333333334,-129.15021560108636,-105.11645106558032,23.74550249813402
455,-122.26666666666667,-134.65654954537655,-109.87678378795678,24.482556148318245
456,-122.33333333333333,-134.405217386479,-110.26144928018766,23.85418668121431
457,-114.33333333333333,-125.34453614044115,-103.32213052622551,21.75826790491886
458,-113.6,-123.46130867132304,-103.73869132867695,19.48606339583926
459,-118.93333333333334,-132.5320446273957,-105.33462203927098,26.871215495809306
460,-111.8,-121.69484063989354,-101.90515936010645,19.552322965144917
461,-112.73333333333333,-125.46842959756546,-99.99823706910121,25.164701910060888
462,-115.53333333333333,-126.89136625640066,-104.175300410266,22.443608345262923
463,-118.66666666666667,-129.17971830807008,-108.15361502526326,20.773915267843844
464,-123.53333333333333,-133.7902366505758,-113.27643001609087,20.267763128234506
465,-116.13333333333334,-128.9717794098357,-103.29488725683096,25.368922370140638
466,-118.26666666666667,-127.77299968870655,-108.76033364462678,18.784627284623514
467,-119.86666666666666,-129.33051816670695,-110.40281516662637,18.700683291140876
468,-120.2,-129.72917518641216,-110.67082481358784,18.829763673503713
469,-120.93333333333334,-131.98755828597945,-109.87910838068723,21.84328017695348
470,-118.4,-128.08309651116028,-108.71690348883972,19.133914044613732
471,-116.2,-127.95012325987359,-104.44987674012641,23.21838352110959
472,-112.8,-121.17939160878242,-104.42060839121757,16.557777628655362
473,-117.46666666666667,-127.89525292929292,-107.03808040404041,20.60701067328517
474,-131.33333333333334,-142.99516557613546,-119.67150109053122,23.04391941971292
475,-121.73333333333333,-138.7616283081142,-104.70503835855244,33.64811369981318
476,-124.0,-143.02266138641548,-104.97733861358452,37.589005484760214
477,-123.93333333333334,-137.73641805995769,-110.13024860670899,27.275059832911253
478,-124.46666666666667,-136.13757263422994,-112.79576069910341,23.061849207921053
479,-127.13333333333334,-142.0589522296149,-112.20771443705178,29.49320072302918
480,-113.2,-121.10333528468976,-105.29666471531024,15.617084661784137
481,-126.86666666666666,-139.43632006475795,-114.29701326857537,24.837784835921973
482,-128.6,-143.60995476490334,-113.59004523509665,29.659849403978214
483,-119.06666666666666,-129.9449576871315,-108.18837564620182,21.495632631356123
484,-114.46666666666667,-123.80154796052202,-105.13178537281132,18.445836627512694
485,-116.06666666666666,-127.22695656599441,-104.90637676733891,22.05286577497104
486,-122.33333333333333,-135.8819818322851,-108.78468483438155,26.772290816356293
487,-120.13333333333334,-136.3832100745183,-103.88345659214839,32.10994999823091
488,-126.13333333333334,-146.9703584540525,-105.29630821261418,41.17420983523006
489,-110.8,-121.50701515414595,-100.09298484585405,21.15718947938659
490,-109.13333333333334,-120.03263573166922,-98.23403093499746,21.537151364302773
491,-116.13333333333334,-131.42174282452535,-100.84492384214131,30.210079259890875
492,-113.33333333333333,-124.40792754879048,-102.25873911787617,21.883530082893138
493,-119.86666666666666,-132.16165245100316,-107.57168088233014,24.29503835948585
494,-109.33333333333333,-117.10259943147308,-101.56406723519358,15.35216235221895
495,-119.8,-134.29540405937152,-105.30459594062847,28.643091080863925
496,-115.2,-127.24573754764177,-103.15426245235824,23.802520874898946
497,-108.0,-117.71513476775056,-98.28486523224944,19.197222021254362
498,-121.73333333333333,-133.3022661167904,-110.16440054987625,22.860348981490976
499,-120.53333333333333,-134.35421871634588,-106.71244795032077,27.310234141963868
500,-118.73333333333333,-130.1432595953082,-107.32340707135847,22.546150201062904
501,-109.0,-117.45404245185567,-100.54595754814433,16.705288583758936
502,-121.73333333333333,-131.74357126886343,-111.72309539780323,19.780349395858053
503,-110.86666666666666,-117.48791340168009,-104.24541993165323,13.083662416243481
504,-110.66666666666667,-118.69531551752385,-102.63801781580949,15.864705761182238
505,-134.4,-160.84300787731985,-107.95699212268015,52.25169853698538
506,-116.06666666666666,-125.2941143921174,-106.83921894121593,18.233546616668473
507,-127.26666666666667,-141.52007831181064,-113.0132550215227,28.164911187898714
508,-124.86666666666666,-138.20218001733772,-111.53115331599561,26.35113322463044
509,-128.6,-141.4410169483054,-115.75898305169459,25.37400244344593
510,-118.06666666666666,-127.72092037355861,-108.41241295977471,19.076920319823348
511,-133.86666666666667,-157.329151405153,-110.40418192818035,46.3621493126547
512,-122.66666666666667,-133.01273858542638,-112.32059474790697,20.443961346949266
513,-122.2,-131.4786215068116,-112.92137849318841,18.33466661818534
514,-111.73333333333333,-117.51957045000687,-105.9470962166598,11.433673464328466
515,-122.93333333333334,-134.88982124080354,-110.97684542586312,23.626162522838015
516,-116.26666666666667,-124.85787165092128,-107.67546168241205,16.976323381567507
517,-112.4,-118.82476187539706,-105.97523812460295,12.695405993245483
518,-127.46666666666667,-153.52467098808037,-101.40866234525298,51.49092692461028
519,-117.13333333333334,-124.43400324881472,-109.83266341785196,14.426210713682076
520,-111.6,-116.1369754781009,-107.0630245218991,8.965117586140927
521,-110.46666666666667,-117.58977796357536,-103.34355536975798,14.07535276842309
522,-112.73333333333333,-121.66173353676243,-103.80493312990424,17.642625151099885
523,-130.26666666666668,-172.12100378393478,-88.41232954939858,82.70466868455628
524,-110.53333333333333,-116.43757767235037,-104.62908899431629,11.66685714130226
525,-123.93333333333334,-142.36656726836773,-105.50009939829894,36.42428981996614
526,-133.53333333333333,-174.6972185820604,-92.36944808460626,81.34032756811894
527,-114.66666666666667,-124.49826609195141,-104.83506724138194,19.427357571790925
528,-120.13333333333334,-132.04461119617937,-108.2220554704873,23.536826936148856
529,-111.86666666666666,-120.0223325018278,-103.71100083150552,16.11569283510813
530,-117.8,-128.01743151895056,-107.58256848104944,20.189766384648106
531,-110.46666666666667,-116.1378609258969,-104.79547240743643,11.206347407707037
532,-125.2,-135.70579502306543,-114.69420497693456,20.75957610357206
533,-117.93333333333334,-127.01718877847051,-108.84947788819616,17.94980656039378
534,-110.26666666666667,-115.44234237921681,-105.09099095411652,10.227196857182106
535,-121.06666666666666,-133.7345512209828,-108.39878211235052,25.03189077068601
536,-131.46666666666667,-159.1617535934391,-103.77157973989424,54.72582165263081
537,-115.4,-125.7841779132165,-105.01582208678352,20.51925924588897
538,-113.4,-120.25171944680879,-106.54828055319122,13.539079239987728
539,-114.33333333333333,-122.35772784377829,-106.30893882288836,15.856299133852835
540,-112.73333333333333,-120.86089803442125,-104.60576863224541,16.060164659457538
541,-112.26666666666667,-122.4845437876375,-102.04878954569583,20.190646899547875
542,-117.13333333333334,-130.03413302832786,-104.23253363833884,25.49213386299564
543,-113.13333333333334,-121.88091122624705,-104.38575544041963,17.28531811168722
544,-109.2,-115.63113670270575,-102.76886329729426,12.708002727940112
545,-110.2,-116.66027417374836,-103.73972582625164,12.765578717786358
546,-117.53333333333333,-129.98150806313623,-105.08515860353043,24.59774154041157
547,-112.53333333333333,-122.70834367421442,-102.35832299245224,20.105941631490154
548,-116.53333333333333,-128.5658344261298,-104.50083224053687,23.776365482460847
549,-110.93333333333334,-120.1940270182538,-101.67263964841287,18.299241028584277
550,-112.2,-122.75281991591716,-101.64718008408285,20.852497851976075
551,-119.26666666666667,-129.16024184190783,-109.3730914914255,19.54982239191844
552,-112.4,-121.28110487620894,-103.51889512379107,17.549169021162605
553,-115.4,-125.62010483964491,-105.1798951603551,20.19504889818294
554,-114.53333333333333,-125.16299505541677,-103.90367161124989,21.004338176248787
555,-108.93333333333334,-116.98915675999069,-100.87750990667598,15.91840304664873
556,-115.26666666666667,-126.66161913467407,-103.87171419865926,22.516561805825408
557,-112.26666666666667,-123.16690892561228,-101.36642440772106,21.539008540062582
558,-125.93333333333334,-139.98892099144336,-111.87774567522331,27.77400863317277
559,-126.33333333333333,-140.9629435709201,-111.70372309574655,28.90828408759138
560,-117.2,-127.46411410692613,-106.93588589307387,20.282011734539548
561,-122.66666666666667,-136.67869942162147,-108.65463391171188,27.687943625741195
562,-115.2,-128.11050146887322,-102.28949853112678,25.511304683741024
563,-124.4,-135.25052727034242,-113.5494727296576,21.44077113041102
564,-113.8,-121.54182081367885,-106.05817918632114,15.297930143214364
565,-128.8,-143.02191270774318,-114.57808729225684,28.102668912400475
566,-117.0,-128.24492766638463,-105.75507233361539,22.220111010823807
567,-111.6,-117.20741198375467,-105.99258801624532,11.08031287163559
568,-112.86666666666666,-118.87127037209629,-106.86206296123703,11.865168444747095
569,-126.4,-143.92473352595,-108.87526647405002,34.62908219016688
570,-110.93333333333334,-114.65889947574465,-107.20776719092203,7.361763073853678
571,-118.6,-127.45222065297114,-109.74777934702885,17.4920934519952
572,-113.13333333333334,-118.5077429746421,-107.75892369202458,10.619897467594601
573,-235.4,-474.09869654124395,3.2986965412439133,471.6714675845182
574,-192.0,-350.0723224406404,-33.92767755935961,312.3527919943516
575,-165.8,-267.03626313486245,-64.56373686513756,200.04406181305825
576,-242.4,-480.2940744987146,-4.50592550128539,470.0815248443614
577,-115.6,-124.62035450399694,-106.57964549600305,17.824327944319997
578,-162.2,-259.44974969724996,-64.95025030275,192.16666377565764
579,-115.6,-124.68636119809366,-106.51363880190632,17.954757958082677
580,-121.86666666666666,-140.1915816276133,-103.54175170572002,36.21025023694565
581,-126.26666666666667,-146.52840026512303,-106.00493306821032,40.03742693475139
582,-128.46666666666667,-158.4083661933827,-98.52496713995062,59.165154910264164
583,-141.2,-180.07117013589033,-102.32882986410965,76.80989519586653
584,-122.46666666666667,-140.43783878862456,-104.49549454470876,35.51125017355611
585,-239.26666666666668,-477.61459161200395,-0.9187417213294111,470.9783387328503
586,-122.06666666666666,-132.3478446133015,-111.78548872003184,20.31573008505697
587,-238.13333333333333,-476.86958419117695,0.6029175245103318,471.74567536144116
588,-122.0,-131.91345877526552,-112.08654122473449,19.589112622406695
589,-250.93333333333334,-487.8304120066897,-14.036254659977004,468.1114492179068
590,-114.53333333333333,-122.52190193640146,-106.5447647302652,15.785506714142002
591,-239.66666666666666,-477.81961050023045,-1.513722833102861,470.5930537335015
592,-164.33333333333334,-258.72816088779757,-69.93850577886914,186.52530361559226
593,-224.26666666666668,-428.70780738277523,-19.82552595055813,403.9781292209875
594,-134.66666666666666,-180.44055091101296,-88.89278242232035,90.44974049468331
595,-124.26666666666667,-139.28420282992644,-109.2491305034069,29.67483033743505
596,-121.33333333333333,-130.9578299801042,-111.70883668656246,19.01812001457791
597,-129.06666666666666,-145.68905540974225,-112.44427792359107,32.84603815108029
598,-113.66666666666667,-121.12421220668729,-106.20912112664605,14.736198816369013
599,-120.46666666666667,-131.46266326610296,-109.47067006723036,21.728220257433776
